text_combined,label
"Subject: Pickup request. There are no changes in the class schedule, same room as before. Regular safe email sample #268.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #269.",safe
"Subject: Notes. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #270.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #271.",safe
"Subject: Shopping list. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #272.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #273.",safe
Subject: Calendar update. Please collect the package from the pickup point after lunch. Regular safe email sample #274.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #275.",safe
Subject: Weekend plan. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #276.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #277.",safe
"Subject: Office update. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #278.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #279.",safe
"Subject: Reminder. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #280.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #281.",safe
"Subject: Work note. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #282.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #283.",safe
"Subject: Team note. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #284.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #285.",safe
Subject: Pickup request. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #286.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #287.",safe
"Subject: Notes. I shared the draft notes, please review them whenever you have time. Regular safe email sample #288.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #289.",safe
"Subject: Shopping list. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #290.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #291.,safe
Subject: Calendar update. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #292.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #293.",safe
"Subject: Weekend plan. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #294.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #295.",safe
"Subject: Office update. The report draft is attached for normal review, no rush from my side. Regular safe email sample #296.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #297.",safe
"Subject: Reminder. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #298.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #299.",safe
"Subject: Work note. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #300.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #301.",safe
"Subject: Team note. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #302.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #303.",safe
Subject: Pickup request. The receipts are in the top drawer so we can sort them later. Regular safe email sample #304.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #305.",safe
"Subject: Notes. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #306.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #307.",safe
"Subject: Shopping list. There are no changes in the class schedule, same room as before. Regular safe email sample #308.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #309.",safe
"Subject: Calendar update. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #310.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #311.",safe
"Subject: Weekend plan. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #312.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #313.",safe
Subject: Office update. Please collect the package from the pickup point after lunch. Regular safe email sample #314.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #315.",safe
Subject: Reminder. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #316.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #317.",safe
"Subject: Work note. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #318.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #319.",safe
"Subject: Team note. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #320.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #321.",safe
"Subject: Pickup request. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #322.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #323.",safe
"Subject: Notes. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #324.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #325.",safe
Subject: Shopping list. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #326.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #327.",safe
"Subject: Calendar update. I shared the draft notes, please review them whenever you have time. Regular safe email sample #328.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #329.",safe
"Subject: Weekend plan. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #330.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #331.,safe
Subject: Office update. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #332.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #333.",safe
"Subject: Reminder. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #334.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #335.",safe
"Subject: Work note. The report draft is attached for normal review, no rush from my side. Regular safe email sample #336.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #337.",safe
"Subject: Team note. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #338.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #339.",safe
"Subject: Pickup request. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #340.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #341.",safe
"Subject: Notes. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #342.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #343.",safe
Subject: Shopping list. The receipts are in the top drawer so we can sort them later. Regular safe email sample #344.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #345.",safe
"Subject: Calendar update. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #346.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #347.",safe
"Subject: Weekend plan. There are no changes in the class schedule, same room as before. Regular safe email sample #348.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #349.",safe
"Subject: Office update. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #350.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #351.",safe
"Subject: Reminder. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #352.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #353.",safe
Subject: Work note. Please collect the package from the pickup point after lunch. Regular safe email sample #354.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #355.",safe
Subject: Team note. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #356.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #357.",safe
"Subject: Pickup request. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #358.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #359.",safe
"Subject: Notes. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #360.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #361.",safe
"Subject: Shopping list. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #362.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #363.",safe
"Subject: Calendar update. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #364.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #365.",safe
Subject: Weekend plan. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #366.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #367.",safe
"Subject: Office update. I shared the draft notes, please review them whenever you have time. Regular safe email sample #368.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #369.",safe
"Subject: Reminder. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #370.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #371.,safe
Subject: Work note. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #372.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #373.",safe
"Subject: Team note. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #374.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #375.",safe
"Subject: Pickup request. The report draft is attached for normal review, no rush from my side. Regular safe email sample #376.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #377.",safe
"Subject: Notes. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #378.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #379.",safe
"Subject: Shopping list. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #380.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #381.",safe
"Subject: Calendar update. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #382.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #383.",safe
Subject: Weekend plan. The receipts are in the top drawer so we can sort them later. Regular safe email sample #384.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #385.",safe
"Subject: Office update. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #386.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #387.",safe
"Subject: Reminder. There are no changes in the class schedule, same room as before. Regular safe email sample #388.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #389.",safe
"Subject: Work note. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #390.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #391.",safe
"Subject: Team note. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #392.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #393.",safe
Subject: Pickup request. Please collect the package from the pickup point after lunch. Regular safe email sample #394.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #395.",safe
Subject: Notes. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #396.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #397.",safe
"Subject: Shopping list. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #398.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #399.",safe
"Subject: Calendar update. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #400.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #401.",safe
"Subject: Weekend plan. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #402.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #403.",safe
"Subject: Office update. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #404.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #405.",safe
Subject: Reminder. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #406.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #407.",safe
"Subject: Work note. I shared the draft notes, please review them whenever you have time. Regular safe email sample #408.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #409.",safe
"Subject: Team note. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #410.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #411.,safe
Subject: Pickup request. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #412.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #413.",safe
"Subject: Notes. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #414.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #415.",safe
"Subject: Shopping list. The report draft is attached for normal review, no rush from my side. Regular safe email sample #416.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #417.",safe
"Subject: Calendar update. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #418.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #419.",safe
"Subject: Weekend plan. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #420.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #421.",safe
"Subject: Office update. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #422.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #423.",safe
Subject: Reminder. The receipts are in the top drawer so we can sort them later. Regular safe email sample #424.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #425.",safe
"Subject: Work note. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #426.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #427.",safe
"Subject: Team note. There are no changes in the class schedule, same room as before. Regular safe email sample #428.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #429.",safe
"Subject: Pickup request. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #430.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #431.",safe
"Subject: Notes. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #432.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #433.",safe
Subject: Shopping list. Please collect the package from the pickup point after lunch. Regular safe email sample #434.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #435.",safe
Subject: Calendar update. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #436.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #437.",safe
"Subject: Weekend plan. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #438.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #439.",safe
"Subject: Office update. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #440.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #441.",safe
"Subject: Reminder. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #442.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #443.",safe
"Subject: Work note. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #444.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #445.",safe
Subject: Team note. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #446.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #447.",safe
"Subject: Pickup request. I shared the draft notes, please review them whenever you have time. Regular safe email sample #448.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #449.",safe
"Subject: Notes. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #450.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #451.,safe
Subject: Shopping list. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #452.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #453.",safe
"Subject: Calendar update. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #454.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #455.",safe
"Subject: Weekend plan. The report draft is attached for normal review, no rush from my side. Regular safe email sample #456.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #457.",safe
"Subject: Office update. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #458.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #459.",safe
"Subject: Reminder. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #460.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #461.",safe
"Subject: Work note. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #462.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #463.",safe
Subject: Team note. The receipts are in the top drawer so we can sort them later. Regular safe email sample #464.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #465.",safe
"Subject: Pickup request. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #466.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #467.",safe
"Subject: Notes. There are no changes in the class schedule, same room as before. Regular safe email sample #468.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #469.",safe
"Subject: Shopping list. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #470.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #471.",safe
"Subject: Calendar update. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #472.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #473.",safe
Subject: Weekend plan. Please collect the package from the pickup point after lunch. Regular safe email sample #474.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #475.",safe
Subject: Office update. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #476.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #477.",safe
"Subject: Reminder. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #478.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #479.",safe
"Subject: Work note. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #480.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #481.",safe
"Subject: Team note. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #482.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #483.",safe
"Subject: Pickup request. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #484.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #485.",safe
Subject: Notes. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #486.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #487.",safe
"Subject: Shopping list. I shared the draft notes, please review them whenever you have time. Regular safe email sample #488.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #489.",safe
"Subject: Calendar update. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #490.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #491.,safe
Subject: Weekend plan. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #492.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #493.",safe
"Subject: Office update. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #494.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #495.",safe
"Subject: Reminder. The report draft is attached for normal review, no rush from my side. Regular safe email sample #496.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #497.",safe
"Subject: Work note. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #498.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #499.",safe
"Subject: Team note. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #500.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #501.",safe
"Subject: Pickup request. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #502.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #503.",safe
Subject: Notes. The receipts are in the top drawer so we can sort them later. Regular safe email sample #504.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #505.",safe
"Subject: Shopping list. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #506.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #507.",safe
"Subject: Calendar update. There are no changes in the class schedule, same room as before. Regular safe email sample #508.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #509.",safe
"Subject: Weekend plan. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #510.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #511.",safe
"Subject: Office update. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #512.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #513.",safe
Subject: Reminder. Please collect the package from the pickup point after lunch. Regular safe email sample #514.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #515.",safe
Subject: Work note. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #516.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #517.",safe
"Subject: Team note. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #518.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #519.",safe
"Subject: Pickup request. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #520.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #521.",safe
"Subject: Notes. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #522.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #523.",safe
"Subject: Shopping list. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #524.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #525.",safe
Subject: Calendar update. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #526.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #527.",safe
"Subject: Weekend plan. I shared the draft notes, please review them whenever you have time. Regular safe email sample #528.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #529.",safe
"Subject: Office update. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #530.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #531.,safe
Subject: Reminder. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #532.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #533.",safe
"Subject: Work note. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #534.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #535.",safe
